subject,activity,sensor,component,domain,var,aggregation_type,value
14,WALKING_UPSTAIRS,Gyroscope,Body,Time,Z,mean,0.0606712446996904
15,WALKING_UPSTAIRS,Gyroscope,Body,Time,Z,mean,0.0906658516
16,WALKING_UPSTAIRS,Gyroscope,Body,Time,Z,mean,0.0730144651530055
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Z,mean,0.0761605469356047
17,WALKING_UPSTAIRS,Gyroscope,Body,Time,Z,mean,0.087130975137931
18,LAYING,Gyroscope,Body,Time,Z,mean,0.0908402866868132
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Z,mean,0.0883609591559167
20,LAYING,Gyroscope,Body,Time,Z,mean,0.0856280628860452
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Z,mean,0.0861212668362745
22,SITTING,Gyroscope,Body,Time,Z,mean,-0.0046475084
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Z,mean,0.0875601891371237
23,SITTING,Gyroscope,Body,Time,Z,mean,0.074694942324328
24,LAYING,Gyroscope,Body,Time,Z,mean,0.0841740375981627
25,SITTING,Gyroscope,Body,Time,Z,mean,0.0993606079900489
26,SITTING,Gyroscope,Body,Time,Z,mean,0.0917853294044643
27,SITTING,Gyroscope,Body,Time,Z,mean,0.108947089653191
28,SITTING,Gyroscope,Body,Time,Z,mean,0.0966943342504854
28,STANDING,Gyroscope,Body,Time,Z,mean,0.105692923933523
29,STANDING,Gyroscope,Body,Time,Z,mean,0.0881626266546221
30,STANDING,Gyroscope,Body,Time,Z,mean,0.0834544586693995
1,WALKING,Gyroscope,Body,Time,X,std,-0.686555715201729
2,STANDING,Gyroscope,Body,Time,X,std,-0.710648927815894
3,WALKING,Gyroscope,Body,Time,X,std,-0.699262195705865
4,STANDING,Gyroscope,Body,Time,X,std,-0.701397703369085
5,WALKING,Gyroscope,Body,Time,X,std,-0.709955676983444
6,WALKING,Gyroscope,Body,Time,X,std,-0.653800660041538
7,WALKING,Gyroscope,Body,Time,X,std,-0.687155474097403
8,WALKING,Gyroscope,Body,Time,X,std,-0.722590642727273
8,WALKING_UPSTAIRS,Gyroscope,Body,Time,X,std,-0.620116117863736
9,STANDING,Gyroscope,Body,Time,X,std,-0.676452392569444
10,LAYING,Gyroscope,Body,Time,X,std,-0.58889324085202
10,STANDING,Gyroscope,Body,Time,X,std,-0.849243536458333
11,WALKING_UPSTAIRS,Gyroscope,Body,Time,X,std,-0.739922126628797
12,LAYING,Gyroscope,Body,Time,X,std,-0.727881704983125
13,LAYING,Gyroscope,Body,Time,X,std,-0.715109859672783
14,WALKING_UPSTAIRS,Gyroscope,Body,Time,X,std,-0.728661379340557
15,WALKING_UPSTAIRS,Gyroscope,Body,Time,X,std,-0.696859473045732
16,WALKING_UPSTAIRS,Gyroscope,Body,Time,X,std,-0.799534450491803
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,X,std,-0.739509361150443
17,WALKING_UPSTAIRS,Gyroscope,Body,Time,X,std,-0.986979955517241
18,LAYING,Gyroscope,Body,Time,X,std,-0.804533729046703
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,X,std,-0.637789914575556
20,LAYING,Gyroscope,Body,Time,X,std,-0.684586332415254
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,X,std,-0.79617228689951
22,SITTING,Gyroscope,Body,Time,X,std,-0.377598602272727
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,X,std,-0.719340785619732
23,SITTING,Gyroscope,Body,Time,X,std,-0.755738625241935
24,LAYING,Gyroscope,Body,Time,X,std,-0.776199049939633
25,SITTING,Gyroscope,Body,Time,X,std,-0.683131970775061
26,SITTING,Gyroscope,Body,Time,X,std,-0.766673970339286
27,SITTING,Gyroscope,Body,Time,X,std,-0.795853557018617
28,SITTING,Gyroscope,Body,Time,X,std,-0.764813965509709
28,STANDING,Gyroscope,Body,Time,X,std,-0.711556711367045
29,STANDING,Gyroscope,Body,Time,X,std,-0.73469927369157
30,STANDING,Gyroscope,Body,Time,X,std,-0.671005846122715
1,WALKING,Gyroscope,Body,Time,Y,std,-0.450979810499568
2,STANDING,Gyroscope,Body,Time,Y,std,-0.722943674337748
3,WALKING,Gyroscope,Body,Time,Y,std,-0.76302218170088
4,STANDING,Gyroscope,Body,Time,Y,std,-0.79823574873817
5,WALKING,Gyroscope,Body,Time,Y,std,-0.705638306688742
6,WALKING,Gyroscope,Body,Time,Y,std,-0.626252072652308
7,WALKING,Gyroscope,Body,Time,Y,std,-0.652408657909091
8,WALKING,Gyroscope,Body,Time,Y,std,-0.737675052783838
8,WALKING_UPSTAIRS,Gyroscope,Body,Time,Y,std,-0.480245370202198
9,STANDING,Gyroscope,Body,Time,Y,std,-0.670498220701389
10,LAYING,Gyroscope,Body,Time,Y,std,-0.465358408925253
10,STANDING,Gyroscope,Body,Time,Y,std,-0.851156069375
11,WALKING_UPSTAIRS,Gyroscope,Body,Time,Y,std,-0.703501766487342
12,LAYING,Gyroscope,Body,Time,Y,std,-0.73506282621875
13,LAYING,Gyroscope,Body,Time,Y,std,-0.645728612088685
14,WALKING_UPSTAIRS,Gyroscope,Body,Time,Y,std,-0.398959362766099
15,WALKING_UPSTAIRS,Gyroscope,Body,Time,Y,std,-0.708779069191463
16,WALKING_UPSTAIRS,Gyroscope,Body,Time,Y,std,-0.810124133715847
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Y,std,-0.746029348082596
17,WALKING_UPSTAIRS,Gyroscope,Body,Time,Y,std,-0.985073170689655
18,LAYING,Gyroscope,Body,Time,Y,std,-0.777361713653846
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Y,std,-0.643866300560306
20,LAYING,Gyroscope,Body,Time,Y,std,-0.573677383024548
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Y,std,-0.765057760637255
22,SITTING,Gyroscope,Body,Time,Y,std,-0.451114613181818
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Y,std,-0.808549367023411
23,SITTING,Gyroscope,Body,Time,Y,std,-0.500338191139785
24,LAYING,Gyroscope,Body,Time,Y,std,-0.763365457296588
25,SITTING,Gyroscope,Body,Time,Y,std,-0.752261013276284
26,SITTING,Gyroscope,Body,Time,Y,std,-0.800675471045918
27,SITTING,Gyroscope,Body,Time,Y,std,-0.802048718989362
28,SITTING,Gyroscope,Body,Time,Y,std,-0.765086678543689
28,STANDING,Gyroscope,Body,Time,Y,std,-0.713427389630682
29,STANDING,Gyroscope,Body,Time,Y,std,-0.634569173421512
30,STANDING,Gyroscope,Body,Time,Y,std,-0.538990663942298
1,WALKING,Gyroscope,Body,Time,Z,std,-0.597496136795101
2,STANDING,Gyroscope,Body,Time,Z,std,-0.634888927843046
3,WALKING,Gyroscope,Body,Time,Z,std,-0.709483440322581
4,STANDING,Gyroscope,Body,Time,Z,std,-0.726374197066246
5,WALKING,Gyroscope,Body,Time,Z,std,-0.606589817380795
6,WALKING,Gyroscope,Body,Time,Z,std,-0.599910232855692
7,WALKING,Gyroscope,Body,Time,Z,std,-0.663340760331169
8,WALKING,Gyroscope,Body,Time,Z,std,-0.758998747676768
8,WALKING_UPSTAIRS,Gyroscope,Body,Time,Z,std,-0.376704871767033
9,STANDING,Gyroscope,Body,Time,Z,std,-0.587557692291458
10,LAYING,Gyroscope,Body,Time,Z,std,-0.496858788129293
10,STANDING,Gyroscope,Body,Time,Z,std,-0.807039630885417
11,WALKING_UPSTAIRS,Gyroscope,Body,Time,Z,std,-0.725016008797468
12,LAYING,Gyroscope,Body,Time,Z,std,-0.671057678528125
13,LAYING,Gyroscope,Body,Time,Z,std,-0.643337285033639
14,WALKING_UPSTAIRS,Gyroscope,Body,Time,Z,std,-0.364478192502167
15,WALKING_UPSTAIRS,Gyroscope,Body,Time,Z,std,-0.721826987530488
16,WALKING_UPSTAIRS,Gyroscope,Body,Time,Z,std,-0.737629967961749
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Z,std,-0.697883518596755
17,WALKING_UPSTAIRS,Gyroscope,Body,Time,Z,std,-0.987937566551724
18,LAYING,Gyroscope,Body,Time,Z,std,-0.745612483131868
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Z,std,-0.645682212189167
20,LAYING,Gyroscope,Body,Time,Z,std,-0.52727797039661
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Z,std,-0.701642028499559
22,SITTING,Gyroscope,Body,Time,Z,std,-0.1330599105
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Z,std,-0.692821756428094
23,SITTING,Gyroscope,Body,Time,Z,std,-0.609683451821774
24,LAYING,Gyroscope,Body,Time,Z,std,-0.708251676335958
25,SITTING,Gyroscope,Body,Time,Z,std,-0.74741022
26,SITTING,Gyroscope,Body,Time,Z,std,-0.703347205619898
27,SITTING,Gyroscope,Body,Time,Z,std,-0.674128512103723
28,SITTING,Gyroscope,Body,Time,Z,std,-0.710462349475728
28,STANDING,Gyroscope,Body,Time,Z,std,-0.622184131999432
29,STANDING,Gyroscope,Body,Time,Z,std,-0.713864583982558
30,STANDING,Gyroscope,Body,Time,Z,std,-0.589783442185379
1,WALKING,Gyroscope,Body,Time,Jerk_X,mean,-0.0971120197265994
2,STANDING,Gyroscope,Body,Time,Jerk_X,mean,-0.0875587491668874
3,WALKING,Gyroscope,Body,Time,Jerk_X,mean,-0.0991554609633431
4,STANDING,Gyroscope,Body,Time,Jerk_X,mean,-0.107859315713249
5,WALKING,Gyroscope,Body,Time,Jerk_X,mean,-0.103522877147351
6,WALKING,Gyroscope,Body,Time,Jerk_X,mean,-0.0829159966093231
7,WALKING,Gyroscope,Body,Time,Jerk_X,mean,-0.0942037376182662
8,WALKING,Gyroscope,Body,Time,Jerk_X,mean,-0.107118837989899
8,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_X,mean,-0.103800903023626
9,STANDING,Gyroscope,Body,Time,Jerk_X,mean,-0.0892254930640278
10,LAYING,Gyroscope,Body,Time,Jerk_X,mean,-0.111993956719192
10,STANDING,Gyroscope,Body,Time,Jerk_X,mean,-0.10022438078125
11,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_X,mean,-0.0805473309873418
12,LAYING,Gyroscope,Body,Time,Jerk_X,mean,-0.0731134377315625
13,LAYING,Gyroscope,Body,Time,Jerk_X,mean,-0.0881182379434251
14,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_X,mean,-0.107556127062003
15,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_X,mean,-0.0960910108539634
16,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_X,mean,-0.107361614801257
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_X,mean,-0.108510381387316
17,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_X,mean,-0.100183297172414
18,LAYING,Gyroscope,Body,Time,Jerk_X,mean,-0.0944029581558242
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_X,mean,-0.0895939425055556
20,LAYING,Gyroscope,Body,Time,Jerk_X,mean,-0.094982179135
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_X,mean,-0.100558317889216
22,SITTING,Gyroscope,Body,Time,Jerk_X,mean,-0.119050870677727
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_X,mean,-0.108536983918729
23,SITTING,Gyroscope,Body,Time,Jerk_X,mean,-0.0966990737225806
24,LAYING,Gyroscope,Body,Time,Jerk_X,mean,-0.0998294248142257
25,SITTING,Gyroscope,Body,Time,Jerk_X,mean,-0.108263884562298
26,SITTING,Gyroscope,Body,Time,Jerk_X,mean,-0.0988125627461224
27,SITTING,Gyroscope,Body,Time,Jerk_X,mean,-0.0893066039356303
28,SITTING,Gyroscope,Body,Time,Jerk_X,mean,-0.0898649942082524
28,STANDING,Gyroscope,Body,Time,Jerk_X,mean,-0.0860805048176136
29,STANDING,Gyroscope,Body,Time,Jerk_X,mean,-0.100707751809855
30,STANDING,Gyroscope,Body,Time,Jerk_X,mean,-0.0926769005274151
1,WALKING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0417164808293948
2,STANDING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0433986835453642
3,WALKING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0401923943695015
4,STANDING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0400427574662461
5,WALKING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0490624519374172
6,WALKING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0454921005615385
7,WALKING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0414401406082792
8,WALKING,Gyroscope,Body,Time,Jerk_Y,mean,-0.036876527389899
8,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Y,mean,-0.0418414216578022
9,STANDING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0397344421815972
10,LAYING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0397793980300505
10,STANDING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0478723615625
11,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Y,mean,-0.0493914065474684
12,LAYING,Gyroscope,Body,Time,Jerk_Y,mean,-0.043678823491875
13,LAYING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0440836605146789
14,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Y,mean,-0.0433200489340217
15,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Y,mean,-0.0441270690182012
16,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Y,mean,-0.0416615668939617
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Y,mean,-0.0389503517365487
17,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Y,mean,-0.0417622900689655
18,LAYING,Gyroscope,Body,Time,Jerk_Y,mean,-0.044169186546978
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Y,mean,-0.0383208736670278
20,LAYING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0414356124141243
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Y,mean,-0.0408236141863333
22,SITTING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0593756069681818
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Y,mean,-0.0369228007661538
23,SITTING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0432722741798387
24,LAYING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0390749421383202
25,SITTING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0389884753435208
26,SITTING,Gyroscope,Body,Time,Jerk_Y,mean,-0.040476400288852
27,SITTING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0450414487725798
28,SITTING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0456655215715049
28,STANDING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0437809983988636
29,STANDING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0464322029527616
30,STANDING,Gyroscope,Body,Time,Jerk_Y,mean,-0.0412903779669452
1,WALKING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0471393985477522
2,STANDING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0557541828188742
3,WALKING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0521178264170088
4,STANDING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0578089304000631
5,WALKING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0506258160122517
6,WALKING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0533610323667692
7,WALKING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0610307928148701
8,WALKING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0602582019292929
8,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Z,mean,-0.0572174004291209
9,STANDING,Gyroscope,Body,Time,Jerk_Z,mean,-0.053402884281875
10,LAYING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0573109579154545
10,STANDING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0519245405385417
11,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Z,mean,-0.0480140167267405
12,LAYING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0574585039485312
13,LAYING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0582718748712538
14,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Z,mean,-0.0450693836894427
15,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Z,mean,-0.0555645456881098
16,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Z,mean,-0.0539470410873497
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Z,mean,-0.0505134530712979
17,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Z,mean,-0.0547796899655172
18,LAYING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0568482569002198
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Z,mean,-0.0569649444286944
20,LAYING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0543001277610169
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Z,mean,-0.0533861046416422
22,SITTING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0743422650272727
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Z,mean,-0.0570277658573913
23,SITTING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0621959093526344
24,LAYING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0552987683401575
25,SITTING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0555782223647433
26,SITTING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0558282743354031
27,SITTING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0586254676047872
28,SITTING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0591893236052913
28,STANDING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0626159225017045
29,STANDING,Gyroscope,Body,Time,Jerk_Z,mean,-0.052785999031686
30,STANDING,Gyroscope,Body,Time,Jerk_Z,mean,-0.0493556177875196
1,WALKING,Gyroscope,Body,Time,Jerk_X,std,-0.637812687210375
2,STANDING,Gyroscope,Body,Time,Jerk_X,std,-0.671679103311258
3,WALKING,Gyroscope,Body,Time,Jerk_X,std,-0.689328428607038
4,STANDING,Gyroscope,Body,Time,Jerk_X,std,-0.723788617823344
5,WALKING,Gyroscope,Body,Time,Jerk_X,std,-0.662581310334437
6,WALKING,Gyroscope,Body,Time,Jerk_X,std,-0.546009968372308
7,WALKING,Gyroscope,Body,Time,Jerk_X,std,-0.701731200484416
8,WALKING,Gyroscope,Body,Time,Jerk_X,std,-0.735883130212121
8,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_X,std,-0.641858248288461
9,STANDING,Gyroscope,Body,Time,Jerk_X,std,-0.7617108665625
10,LAYING,Gyroscope,Body,Time,Jerk_X,std,-0.632505796969697
10,STANDING,Gyroscope,Body,Time,Jerk_X,std,-0.849140011666667
11,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_X,std,-0.781738140601266
12,LAYING,Gyroscope,Body,Time,Jerk_X,std,-0.709726149496875
13,LAYING,Gyroscope,Body,Time,Jerk_X,std,-0.715772980189602
14,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_X,std,-0.7862917325387
15,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_X,std,-0.731382711036585
16,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_X,std,-0.858298719153005
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_X,std,-0.770982322212389
17,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_X,std,-0.991854138275862
18,LAYING,Gyroscope,Body,Time,Jerk_X,std,-0.842893477884615
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_X,std,-0.618836206634444
20,LAYING,Gyroscope,Body,Time,Jerk_X,std,-0.698354145936441
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_X,std,-0.792483156720588
22,SITTING,Gyroscope,Body,Time,Jerk_X,std,-0.388955637727273
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_X,std,-0.732439672053512
23,SITTING,Gyroscope,Body,Time,Jerk_X,std,-0.728692138333333
24,LAYING,Gyroscope,Body,Time,Jerk_X,std,-0.764490030609974
25,SITTING,Gyroscope,Body,Time,Jerk_X,std,-0.768682473178484
26,SITTING,Gyroscope,Body,Time,Jerk_X,std,-0.732321370690816
27,SITTING,Gyroscope,Body,Time,Jerk_X,std,-0.8210758325
28,SITTING,Gyroscope,Body,Time,Jerk_X,std,-0.746765237315534
28,STANDING,Gyroscope,Body,Time,Jerk_X,std,-0.689791758278409
29,STANDING,Gyroscope,Body,Time,Jerk_X,std,-0.736117664139535
30,STANDING,Gyroscope,Body,Time,Jerk_X,std,-0.780636429556136
1,WALKING,Gyroscope,Body,Time,Jerk_Y,std,-0.634472244550432
2,STANDING,Gyroscope,Body,Time,Jerk_Y,std,-0.783595466728477
3,WALKING,Gyroscope,Body,Time,Jerk_Y,std,-0.842659862111437
4,STANDING,Gyroscope,Body,Time,Jerk_Y,std,-0.902502592618297
5,WALKING,Gyroscope,Body,Time,Jerk_Y,std,-0.774114270364238
6,WALKING,Gyroscope,Body,Time,Jerk_Y,std,-0.677635980501539
7,WALKING,Gyroscope,Body,Time,Jerk_Y,std,-0.674920114957468
8,WALKING,Gyroscope,Body,Time,Jerk_Y,std,-0.817212596262626
8,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Y,std,-0.610128463632967
9,STANDING,Gyroscope,Body,Time,Jerk_Y,std,-0.773273878854167
10,LAYING,Gyroscope,Body,Time,Jerk_Y,std,-0.708431890757576
10,STANDING,Gyroscope,Body,Time,Jerk_Y,std,-0.892824673645833
11,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Y,std,-0.868377254082279
12,LAYING,Gyroscope,Body,Time,Jerk_Y,std,-0.8112325993125
13,LAYING,Gyroscope,Body,Time,Jerk_Y,std,-0.718988591831804
14,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Y,std,-0.6979155314613
15,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Y,std,-0.853956592073171
16,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Y,std,-0.86957312057377
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Y,std,-0.811674344749263
17,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Y,std,-0.993318104482759
18,LAYING,Gyroscope,Body,Time,Jerk_Y,std,-0.884050472967033
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Y,std,-0.725991380623889
20,LAYING,Gyroscope,Body,Time,Jerk_Y,std,-0.684280685533898
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Y,std,-0.815859336004902
22,SITTING,Gyroscope,Body,Time,Jerk_Y,std,-0.665547723636364
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Y,std,-0.874226384113712
23,SITTING,Gyroscope,Body,Time,Jerk_Y,std,-0.546043593651882
24,LAYING,Gyroscope,Body,Time,Jerk_Y,std,-0.792718702440945
25,SITTING,Gyroscope,Body,Time,Jerk_Y,std,-0.902628080757946
26,SITTING,Gyroscope,Body,Time,Jerk_Y,std,-0.836112175331633
27,SITTING,Gyroscope,Body,Time,Jerk_Y,std,-0.837320211489362
28,SITTING,Gyroscope,Body,Time,Jerk_Y,std,-0.847302632669903
28,STANDING,Gyroscope,Body,Time,Jerk_Y,std,-0.798979959488636
29,STANDING,Gyroscope,Body,Time,Jerk_Y,std,-0.853639613139535
30,STANDING,Gyroscope,Body,Time,Jerk_Y,std,-0.79894807305483
1,WALKING,Gyroscope,Body,Time,Jerk_Z,std,-0.664591977786455
2,STANDING,Gyroscope,Body,Time,Jerk_Z,std,-0.674611933293046
3,WALKING,Gyroscope,Body,Time,Jerk_Z,std,-0.743028500565982
4,STANDING,Gyroscope,Body,Time,Jerk_Z,std,-0.748369141315457
5,WALKING,Gyroscope,Body,Time,Jerk_Z,std,-0.564680771249007
6,WALKING,Gyroscope,Body,Time,Jerk_Z,std,-0.526908306306892
7,WALKING,Gyroscope,Body,Time,Jerk_Z,std,-0.750808705594156
8,WALKING,Gyroscope,Body,Time,Jerk_Z,std,-0.821631316060606
8,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Z,std,-0.627616233532967
9,STANDING,Gyroscope,Body,Time,Jerk_Z,std,-0.744656038298611
10,LAYING,Gyroscope,Body,Time,Jerk_Z,std,-0.607442629772727
10,STANDING,Gyroscope,Body,Time,Jerk_Z,std,-0.850475350104167
11,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Z,std,-0.795490882468354
12,LAYING,Gyroscope,Body,Time,Jerk_Z,std,-0.749351860259375
13,LAYING,Gyroscope,Body,Time,Jerk_Z,std,-0.712716428498471
14,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Z,std,-0.638299064788854
15,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Z,std,-0.795626198384146
16,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Z,std,-0.837039926065574
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Z,std,-0.792412597492625
17,WALKING_UPSTAIRS,Gyroscope,Body,Time,Jerk_Z,std,-0.993400307586207
18,LAYING,Gyroscope,Body,Time,Jerk_Z,std,-0.83861466293956
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Z,std,-0.686684583831583
20,LAYING,Gyroscope,Body,Time,Jerk_Z,std,-0.636715878557062
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Z,std,-0.812017312181373
22,SITTING,Gyroscope,Body,Time,Jerk_Z,std,-0.482172029090909
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Time,Jerk_Z,std,-0.761410622511706
23,SITTING,Gyroscope,Body,Time,Jerk_Z,std,-0.740518145887097
24,LAYING,Gyroscope,Body,Time,Jerk_Z,std,-0.796816516614173
25,SITTING,Gyroscope,Body,Time,Jerk_Z,std,-0.831848667286064
26,SITTING,Gyroscope,Body,Time,Jerk_Z,std,-0.773101524821429
27,SITTING,Gyroscope,Body,Time,Jerk_Z,std,-0.782945588829787
28,SITTING,Gyroscope,Body,Time,Jerk_Z,std,-0.793601885631068
28,STANDING,Gyroscope,Body,Time,Jerk_Z,std,-0.741845433806818
29,STANDING,Gyroscope,Body,Time,Jerk_Z,std,-0.770221314302326
30,STANDING,Gyroscope,Body,Time,Jerk_Z,std,-0.76322854691906
1,WALKING,Accelerometer,Body,Time,Mag,mean,-0.453632943768818
2,STANDING,Accelerometer,Body,Time,Mag,mean,-0.535281800541722
3,WALKING,Accelerometer,Body,Time,Mag,mean,-0.563140802770059
4,STANDING,Accelerometer,Body,Time,Mag,mean,-0.56158213510694
5,WALKING,Accelerometer,Body,Time,Mag,mean,-0.460866415568709
6,WALKING,Accelerometer,Body,Time,Mag,mean,-0.464770006998123
7,WALKING,Accelerometer,Body,Time,Mag,mean,-0.511312036747403
8,WALKING,Accelerometer,Body,Time,Mag,mean,-0.684607146515152
8,WALKING_UPSTAIRS,Accelerometer,Body,Time,Mag,mean,-0.350982093868132
9,STANDING,Accelerometer,Body,Time,Mag,mean,-0.505183470509188
10,LAYING,Accelerometer,Body,Time,Mag,mean,-0.357419738586162
10,STANDING,Accelerometer,Body,Time,Mag,mean,-0.801728673104167
